# time (s)	h_+ (strain)	h_x (strain)	h_abs (strain)	 h_arg (rad)
-1.227176666	1.305519449656247619e-20	-1.250101401116744948e-19	1.256899885992658023e-19	3.093428204875638130e+02
-1.227115631	1.405614872783675441e-20	-1.249029838140257115e-19	1.256914105367022884e-19	3.093348113401597175e+02
-1.227054596	1.505624140516350254e-20	-1.247878109307666594e-19	1.256928325806341542e-19	3.093268020529462774e+02
-1.226993561	1.605540829340245966e-20	-1.246646281413735546e-19	1.256942546224560192e-19	3.093187926259241181e+02
-1.226932526	1.705358525285458064e-20	-1.245334429422172108e-19	1.256956768589073089e-19	3.093107830590528238e+02
-1.226871490	1.805070816455965227e-20	-1.243942630999164717e-19	1.256970992402503286e-19	3.093027733523446159e+02
-1.226810455	1.904671296406553390e-20	-1.242470968390697501e-19	1.256985216606491373e-19	3.092947635057794855e+02
-1.226749420	2.004153566930918314e-20	-1.240919530445731730e-19	1.256999441622817451e-19	3.092867535193578306e+02
-1.226688385	2.103511237458197411e-20	-1.239288411386933131e-19	1.257013668127390485e-19	3.092787433930644738e+02
-1.226627350	2.202737922794463293e-20	-1.237577709224924481e-19	1.257027895448458390e-19	3.092707331268652524e+02
-1.226566315	2.301827246412881981e-20	-1.235787528114798119e-19	1.257042123943096041e-19	3.092627227207831311e+02
-1.226505279	2.400772840903545738e-20	-1.233917977452898856e-19	1.257056354113710187e-19	3.092547121747913934e+02
-1.226444244	2.499568345557296158e-20	-1.231969170798428875e-19	1.257070585503808731e-19	3.092467014888692347e+02
-1.226383209	2.598207407401472435e-20	-1.229941226445162682e-19	1.257084817276936944e-19	3.092386906630175076e+02
-1.226322174	2.696683685108831440e-20	-1.227834268910906434e-19	1.257099049751968158e-19	3.092306796972296752e+02
-1.226261139	2.794990851237678993e-20	-1.225648429430028287e-19	1.257113284930725032e-19	3.092226685914754967e+02
-1.226200104	2.893122577850353931e-20	-1.223383839763758365e-19	1.257127520142563846e-19	3.092146573457671934e+02
-1.226139069	2.991072554928650351e-20	-1.221040639868635855e-19	1.257141755928615061e-19	3.092066459600725352e+02
-1.226078033	3.088834485779382628e-20	-1.218618975819409930e-19	1.257155993913463180e-19	3.091986344343981159e+02
-1.226016998	3.186402075379756077e-20	-1.216118994695753288e-19	1.257170231559614128e-19	3.091906227687228466e+02
-1.225955963	3.283769053474383939e-20	-1.213540853789378971e-19	1.257184471659356492e-19	3.091826109630378596e+02
-1.225894928	3.380929150329697536e-20	-1.210884710852954500e-19	1.257198712285744400e-19	3.091745990173208725e+02
-1.225833893	3.477876116032882555e-20	-1.208150731532174293e-19	1.257212954469706242e-19	3.091665869315789905e+02
-1.225772858	3.574603708856168057e-20	-1.205339084586287652e-19	1.257227197281777154e-19	3.091585747057822005e+02
-1.225711822	3.671105706908348150e-20	-1.202449946164765354e-19	1.257241442263417297e-19	3.091505623399410752e+02
-1.225650787	3.767375891914333976e-20	-1.199483493820499715e-19	1.257255687224204193e-19	3.091425498340223044e+02
-1.225589752	3.863408068438505678e-20	-1.196439913137964719e-19	1.257269933141780807e-19	3.091345371880275934e+02
-1.225528717	3.959196054418129956e-20	-1.193319394123145793e-19	1.257284180431628970e-19	3.091265244019382976e+02
-1.225467682	4.054733684037678706e-20	-1.190122132104752976e-19	1.257298429892545699e-19	3.091185114757450947e+02
-1.225406647	4.150014796913765808e-20	-1.186848324484766145e-19	1.257312679280030572e-19	3.091104984094521342e+02
-1.225345612	4.245033261824972932e-20	-1.183498177407114311e-19	1.257326930382851931e-19	3.091024852030272996e+02
-1.225284576	4.339782954662001588e-20	-1.180071899457081503e-19	1.257341182346300364e-19	3.090944718564799700e+02
-1.225223541	4.434257774122762957e-20	-1.176569705668151537e-19	1.257355435972550488e-19	3.090864583697656371e+02
-1.225162506	4.528451627240519591e-20	-1.172991813892553314e-19	1.257369689813427690e-19	3.090784447429059014e+02
-1.225101471	4.622358450045775843e-20	-1.169338449757615532e-19	1.257383945534791315e-19	3.090704309758703516e+02
-1.225040436	4.715972187859769064e-20	-1.165609841612586570e-19	1.257398202492268538e-19	3.090624170686547245e+02
-1.224979401	4.809286802179839473e-20	-1.161806222269166468e-19	1.257412459600891540e-19	3.090544030212636812e+02
-1.224918365	4.902296286398024164e-20	-1.157927832448019472e-19	1.257426719118886605e-19	3.090463888336469722e+02
-1.224857330	4.994994632299376924e-20	-1.153974912997763077e-19	1.257440978175592320e-19	3.090383745058263685e+02
-1.224796295	5.087375873839279713e-20	-1.149947714842700966e-19	1.257455239636453235e-19	3.090303600377817475e+02
-1.224735260	5.179434050854895515e-20	-1.145846490409504941e-19	1.257469502793340542e-19	3.090223454294884959e+02
-1.224674225	5.271163216489388732e-20	-1.141671495603217356e-19	1.257483765470391551e-19	3.090143306809591763e+02
-1.224613190	5.362557465867233353e-20	-1.137422995705927000e-19	1.257498030578151279e-19	3.090063157921677544e+02
-1.224552154	5.453610893958432349e-20	-1.133101256202909719e-19	1.257512296017670256e-19	3.089983007630999623e+02
-1.224491119	5.544317630663880418e-20	-1.128706550303632322e-19	1.257526562977987053e-19	3.089902855937593813e+02
-1.224430084	5.634671822787931462e-20	-1.124239154815703353e-19	1.257540831434880214e-19	3.089822702841166802e+02
-1.224369049	5.724667632651920416e-20	-1.119699350096150666e-19	1.257555100044951251e-19	3.089742548341846486e+02
-1.224308014	5.814299261826215313e-20	-1.115087424354244075e-19	1.257569371054221589e-19	3.089662392439175846e+02
-1.224246979	5.903560915729666475e-20	-1.110403666903487491e-19	1.257583642677504153e-19	3.089582235133254358e+02
-1.224185944	5.992446830169437535e-20	-1.105648373112380260e-19	1.257597914712858688e-19	3.089502076423988797e+02
-1.224124908	6.080951276585525736e-20	-1.100821845176026781e-19	1.257612189468129935e-19	3.089421916311243876e+02
-1.224063873	6.169068528476519930e-20	-1.095924385889749210e-19	1.257626464685845610e-19	3.089341754794950816e+02
-1.224002838	6.256792895698503809e-20	-1.090956304855132366e-19	1.257640740632950918e-19	3.089261591874874853e+02
-1.223941803	6.344118713491704124e-20	-1.085917916415982219e-19	1.257655017762018933e-19	3.089181427551006323e+02
-1.223880768	6.431040344148510922e-20	-1.080809539748047751e-19	1.257669296870622023e-19	3.089101261823174696e+02
-1.223819733	6.517552162637925975e-20	-1.075631496417031696e-19	1.257683576266862750e-19	3.089021094691203189e+02
-1.223758697	6.603648589520537297e-20	-1.070384115865048206e-19	1.257697858165850162e-19	3.088940926155077591e+02
-1.223697662	6.689324042912217614e-20	-1.065067727339964665e-19	1.257712139295773784e-19	3.088860756214734806e+02
-1.223636627	6.774573004474273442e-20	-1.059682670505517792e-19	1.257726423392313707e-19	3.088780584869879249e+02
-1.223575592	6.859389950002064431e-20	-1.054229284301681880e-19	1.257740708071870420e-19	3.088700412120501255e+02
-1.223514557	6.943769395473483978e-20	-1.048707914205891241e-19	1.257754993428057360e-19	3.088620237966602531e+02
-1.223453522	7.027705890525309690e-20	-1.043118910968707764e-19	1.257769280614606230e-19	3.088540062408001745e+02
-1.223392487	7.111194001761187818e-20	-1.037462628044718360e-19	1.257783568781329220e-19	3.088459885444402744e+02
-1.223331451	7.194228329145126071e-20	-1.031739424137326260e-19	1.257797858098813888e-19	3.088379707075965825e+02
-1.223270416	7.276803502534550084e-20	-1.025949662377118972e-19	1.257812148882620486e-19	3.088299527302433489e+02
-1.223209381	7.358914176036602852e-20	-1.020093709561605265e-19	1.257826440646674148e-19	3.088219346123611899e+02
-1.223148346	7.440555035820926303e-20	-1.014171937252716219e-19	1.257840733448288623e-19	3.088139163539597121e+02
-1.223087311	7.521720802890970973e-20	-1.008184721879262894e-19	1.257855028132095414e-19	3.088058979550003187e+02
-1.223026276	7.602406216392105621e-20	-1.002132442657808527e-19	1.257869323665093348e-19	3.087978794155123410e+02
-1.222965240	7.682606051519214779e-20	-9.960154836374348535e-20	1.257883619844820964e-19	3.087898607354320006e+02
-1.222904205	7.762315120443337075e-20	-9.898342341117204337e-20	1.257897917682579261e-19	3.087818419148061935e+02
-1.222843170	7.841528256708599343e-20	-9.835890860816912255e-20	1.257912216439052846e-19	3.087738229535766550e+02
-1.222782135	7.920240339247012655e-20	-9.772804375815120808e-20	1.257926517724254152e-19	3.087658038517390651e+02
-1.222721100	7.998446249910841954e-20	-9.709086872532327310e-20	1.257940818604326705e-19	3.087577846093142284e+02
-1.222660065	8.076140935070935508e-20	-9.644742417367677986e-20	1.257955121220545658e-19	3.087497652262534871e+02
-1.222599029	8.153319359342183444e-20	-9.579775101302272575e-20	1.257969425570252025e-19	3.087417457025809995e+02
-1.222537994	8.229976510394747143e-20	-9.514189043101641568e-20	1.257983730059831220e-19	3.087337260382356590e+02
-1.222476959	8.306107433606270709e-20	-9.447988432521333943e-20	1.257998037040067556e-19	3.087257062332524242e+02
-1.222415924	8.381707176882040462e-20	-9.381177462591072274e-20	1.258012344071482352e-19	3.087176862876056589e+02
-1.222354889	8.456770853131327800e-20	-9.313760401927455360e-20	1.258026653481091535e-19	3.087096662012770594e+02
-1.222293854	8.531293582305983445e-20	-9.245741528658100462e-20	1.258040963570933637e-19	3.087016459742646930e+02
-1.222232819	8.605270535771467983e-20	-9.177125178933864976e-20	1.258055275191191655e-19	3.086936256065530984e+02
-1.222171783	8.678696906834428989e-20	-9.107915713984322146e-20	1.258069587319159473e-19	3.086856050981165822e+02
-1.222110748	8.751567939996671685e-20	-9.038117551749711134e-20	1.258083901365977036e-19	3.086775844489717997e+02
-1.222049713	8.823878900355364085e-20	-8.967735132089231653e-20	1.258098216545290517e-19	3.086695636590821437e+02
-1.221988678	8.895625093965907530e-20	-8.896772939691060375e-20	1.258112532935011727e-19	3.086615427284641555e+02
-1.221927643	8.966801863457029949e-20	-8.825235496566329072e-20	1.258126850632919407e-19	3.086535216570671878e+02
-1.221866608	9.037404580676215516e-20	-8.753127356958752136e-20	1.258141168875604299e-19	3.086455004449236981e+02
-1.221805572	9.107428673357783345e-20	-8.680453129955682098e-20	1.258155489522884466e-19	3.086374790919929865e+02
-1.221744537	9.176869581973586256e-20	-8.607217438814639479e-20	1.258169811128795542e-19	3.086294575982664696e+02
-1.221683502	9.245722791218437304e-20	-8.533424950881079288e-20	1.258184133282469260e-19	3.086214359637456823e+02
-1.221622467	9.313983838070665857e-20	-8.459080382775872500e-20	1.258198457549941370e-19	3.086134141883826487e+02
-1.221561432	9.381648275907143646e-20	-8.384188468447433647e-20	1.258212782669443443e-19	3.086053922721835647e+02
-1.221500397	9.448711704966071381e-20	-8.308753985839111004e-20	1.258227108596695942e-19	3.085973702151443945e+02
-1.221439362	9.515169770473844567e-20	-8.232781753883083183e-20	1.258241436164019826e-19	3.085893480172397858e+02
-1.221378326	9.581018147109703311e-20	-8.156276619014364513e-20	1.258255765022063681e-19	3.085813256784683176e+02
-1.221317291	9.646252552425033192e-20	-8.079243465389170624e-20	1.258270095322145416e-19	3.085733031987858226e+02
-1.221256256	9.710868737022630785e-20	-8.001687207615038458e-20	1.258284426495828732e-19	3.085652805782049768e+02
-1.221195221	9.774862504100245094e-20	-7.923612805107125763e-20	1.258298759672449579e-19	3.085572578167137863e+02
-1.221134186	9.838229677805651516e-20	-7.845025235364580152e-20	1.258313093537387437e-19	3.085492349142703006e+02
-1.221073151	9.900966136065065439e-20	-7.765929521887499105e-20	1.258327428638631244e-19	3.085412118708934486e+02
-1.221012115	9.963067791661203124e-20	-7.686330716382941827e-20	1.258341764795434161e-19	3.085331886865545812e+02
-1.220951080	1.002453060550990969e-19	-7.606233909628399507e-20	1.258356102813451684e-19	3.085251653612372706e+02
-1.220890045	1.008535056340539281e-19	-7.525644213019870984e-20	1.258370441514504595e-19	3.085171418949321378e+02
-1.220829010	1.014552371212822538e-19	-7.444566785244440901e-20	1.258384782224105030e-19	3.085091182876180369e+02
-1.220767975	1.020504611859115570e-19	-7.363006801551269381e-20	1.258399123657763402e-19	3.085010945392943427e+02
-1.220706940	1.026391390474853899e-19	-7.280969478548414327e-20	1.258413466201168608e-19	3.084930706499331450e+02
-1.220645904	1.032212323710233866e-19	-7.198460066203441670e-20	1.258427810590077887e-19	3.084850466195214267e+02
-1.220584869	1.037967030630994438e-19	-7.115483833308917178e-20	1.258442155403946015e-19	3.084770224480687375e+02
-1.220523834	1.043655137364285287e-19	-7.032046097935089156e-20	1.258456502618070782e-19	3.084689981355158466e+02
-1.220462799	1.049276271153110283e-19	-6.948152188289832897e-20	1.258470850485359281e-19	3.084609736818915735e+02
-1.220401764	1.054830065625752953e-19	-6.863807476202306560e-20	1.258485199774608803e-19	3.084529490871734652e+02
-1.220340729	1.060316157540149595e-19	-6.779017355197139130e-20	1.258499549845508548e-19	3.084449243513270744e+02
-1.220279694	1.065734189748420878e-19	-6.693787260008517147e-20	1.258513902196255550e-19	3.084368994743541634e+02
-1.220218658	1.071083806355807515e-19	-6.608122634503435097e-20	1.258528254654622796e-19	3.084288744562451257e+02
-1.220157623	1.076364659881866522e-19	-6.522028976131975563e-20	1.258542609806142827e-19	3.084208492969666509e+02
-1.220096588	1.081576402559646717e-19	-6.435511782112841110e-20	1.258556964762024247e-19	3.084128239965074272e+02
-1.220035553	1.086718695952446748e-19	-6.348576607795775961e-20	1.258571322406125664e-19	3.084047985548863267e+02
-1.219974518	1.091791201658823982e-19	-6.261229008918017836e-20	1.258585680452778699e-19	3.083967729720640136e+02
-1.219913483	1.096793588441651218e-19	-6.173474584758751043e-20	1.258600039779649849e-19	3.083887472480207066e+02
-1.219852447	1.101725529168340262e-19	-6.085318959207390871e-20	1.258614400829002446e-19	3.083807213827491864e+02
-1.219791412	1.106586700846662061e-19	-5.996767780340211224e-20	1.258628763616962781e-19	3.083726953762310359e+02
-1.219730377	1.111376783713842261e-19	-5.907826715703127090e-20	1.258643126706645320e-19	3.083646692284650044e+02
-1.219669342	1.116095465027465656e-19	-5.818501471707194550e-20	1.258657491463608060e-19	3.083566429394280703e+02
-1.219608307	1.120742435147242256e-19	-5.728797772279442622e-20	1.258671857592958866e-19	3.083486165091046018e+02
-1.219547272	1.125317388720455199e-19	-5.638721365184632376e-20	1.258686224481113794e-19	3.083405899374938599e+02
-1.219486237	1.129820026349324736e-19	-5.548278029409119470e-20	1.258700593014966470e-19	3.083325632245756651e+02
-1.219425201	1.134250051971261296e-19	-5.457473561341904762e-20	1.258714962620317733e-19	3.083245363703046564e+02
-1.219364166	1.138607175307635343e-19	-5.366313788050414879e-20	1.258729334042959399e-19	3.083165093747217043e+02
-1.219303131	1.142891109778818815e-19	-5.274804554103293754e-20	1.258743706896423292e-19	3.083084822377727505e+02
-1.219242096	1.147101573440478619e-19	-5.182951727910814969e-20	1.258758080779686259e-19	3.083004549594587047e+02
-1.219181061	1.151238289470144295e-19	-5.090761202481858296e-20	1.258772455747697489e-19	3.082924275397671181e+02
-1.219120026	1.155300985820810250e-19	-4.998238893262085227e-20	1.258786831905908388e-19	3.082843999786715585e+02
-1.219058990	1.159289395475371817e-19	-4.905390739402869216e-20	1.258801209692716944e-19	3.082763722761804388e+02
-1.218997955	1.163203255896592654e-19	-4.812222699878541468e-20	1.258815589218967889e-19	3.082683444322632340e+02
-1.218936920	1.167042309599808186e-19	-4.718740756146967459e-20	1.258829970898881568e-19	3.082603164468984005e+02
-1.218875885	1.170806300510180536e-19	-4.624950897345942394e-20	1.258844351515685048e-19	3.082522883200861088e+02
-1.218814850	1.174494983618045936e-19	-4.530859158215343432e-20	1.258858734592485104e-19	3.082442600518154450e+02
-1.218753815	1.178108114939124977e-19	-4.436471577854094052e-20	1.258873119538458672e-19	3.082362316420573620e+02
-1.218692779	1.181645453707229968e-19	-4.341794209825478742e-20	1.258887504057334645e-19	3.082282030908195907e+02
-1.218631744	1.185106769891117261e-19	-4.246833148163476389e-20	1.258901892096901557e-19	3.082201743980559172e+02
-1.218570709	1.188491830832100747e-19	-4.151594479270838104e-20	1.258916279646013556e-19	3.082121455637918075e+02
-1.218509674	1.191800415519505137e-19	-4.056084331564080116e-20	1.258930669846461829e-19	3.082041165879836058e+02
-1.218448639	1.195032302876454913e-19	-3.960308834516259744e-20	1.258945060582739923e-19	3.081960874706189202e+02
-1.218387604	1.198187279327883209e-19	-3.864274144639365263e-20	1.258959452481468164e-19	3.081880582117014455e+02
-1.218326569	1.201265136041205758e-19	-3.767986434748389149e-20	1.258973845952558112e-19	3.081800288112137309e+02
-1.218265533	1.204265668909671468e-19	-3.671451893479078833e-20	1.258988241158657440e-19	3.081719992691110974e+02
-1.218204498	1.207188677777939010e-19	-3.574676723904086220e-20	1.259002637232926986e-19	3.081639695854162824e+02
-1.218143463	1.210033968668576538e-19	-3.477667148388734812e-20	1.259017034547844492e-19	3.081559397601020578e+02
